LANP_label,ENG_label,AgeGroup,ST_label,n
Vietnamese,Well,Youth,California/CA,12675
Punjabi,Not well,Adult,California/CA,12674
Turkish,Very well,Adult,New York/NY,12669
Chinese,Well,Youth,California/CA,12630
Chinese,Well,Senior,New York/NY,12598
Japanese,Very well,Adult,Hawaii/HI,12573
Spanish,Not at all,Senior,Massachusetts/MA,12535
French,Very well,Adult,Maine/ME,12470
Chinese,Very well,Adult,North Carolina/NC,12468
Hmong,Well,Adult,Minnesota/MN,12463
Italian,Very well,Senior,New Jersey/NJ,12423
Chinese,Very well,Youth,Texas/TX,12388
Telugu,Very well,Adult,North Carolina/NC,12387
Farsi,Very well,Adult,Virginia/VA,12372
Spanish,Very well,Senior,Connecticut/CT,12328
French,Very well,Adult,Michigan/MI,12309
Japanese,Very well,Adult,Washington/WA,12248
Portuguese,Not well,Adult,New Jersey/NJ,12224
Arabic,Well,Adult,New Jersey/NJ,12187
Hindi,Very well,Senior,California/CA,12140
Portuguese,Very well,Adult,Rhode Island/RI,12121
Chinese,Very well,Adult,Ohio/OH,12116
Haitian,Very well,Youth,New York/NY,12077
Romanian,Very well,Adult,California/CA,12049
Turkish,Very well,Adult,California/CA,11978
Vietnamese,Very well,Senior,California/CA,11971
Filipino,Well,Senior,California/CA,11935
Polish,Very well,Adult,California/CA,11900
Farsi,Very well,Adult,New York/NY,11874
Spanish,Not well,Youth,Arizona/AZ,11865
German,Very well,Adult,North Carolina/NC,11854
Portuguese,Very well,Youth,New Jersey/NJ,11826
Spanish,Not well,Senior,Pennsylvania/PA,11822
Filipino,Very well,Adult,Florida/FL,11817
Polish,Very well,Adult,Connecticut/CT,11807
Hindi,Very well,Adult,Maryland/MD,11803
Russian,Not well,Adult,California/CA,11769
Korean,Not well,Adult,New York/NY,11739
Gujarati,Very well,Adult,Pennsylvania/PA,11717
Arabic,Very well,Adult,Tennessee/TN,11692
Hebrew,Very well,Adult,Florida/FL,11670
Farsi,Not well,Senior,California/CA,11665
Somali,Well,Adult,Minnesota/MN,11640
Telugu,Very well,Adult,Washington/WA,11580
Korean,Well,Adult,Washington/WA,11578
Korean,Very well,Senior,California/CA,11567
Tagalog,Very well,Adult,Arizona/AZ,11548
Gujarati,Very well,Adult,Florida/FL,11500
Spanish,Not well,Senior,Connecticut/CT,11453
Spanish,Well,Senior,Pennsylvania/PA,11429
Greek,Very well,Adult,California/CA,11385
Arabic,Very well,Adult,Arizona/AZ,11365
Japanese,Well,Senior,California/CA,11312
Telugu,Very well,Youth,California/CA,11243
Gujarati,Well,Adult,New Jersey/NJ,11235
Korean,Not well,Adult,New Jersey/NJ,11226
Min Nan Chinese,Very well,Adult,California/CA,11220
Arabic,Very well,Adult,Georgia/GA,11211
Portuguese,Very well,Adult,Georgia/GA,11193
Portuguese,Not at all,Adult,Massachusetts/MA,11192
Arabic,Well,Adult,Florida/FL,11178
Yoruba,Very well,Adult,New York/NY,11177
Arabic,Very well,Youth,Illinois/IL,11134
Spanish,Not at all,Adult,Kansas/KS,11087
Vietnamese,Not well,Adult,Georgia/GA,11082
Spanish,Well,Adult,Mississippi/MS,11071
Portuguese,Well,Adult,California/CA,11057
Pennsylvania German,Very well,Adult,Indiana/IN,11056
Vietnamese,Well,Adult,Georgia/GA,11048
French,Very well,Senior,Massachusetts/MA,11040
Polish,Very well,Adult,Florida/FL,11037
Spanish,Not at all,Adult,Arkansas/AR,11032
Arabic,Very well,Youth,Florida/FL,11022
Haitian,Well,Adult,New Jersey/NJ,11022
Vietnamese,Well,Adult,Virginia/VA,11018
Arabic,Well,Adult,Illinois/IL,11017
French,Very well,Adult,Colorado/CO,11004
Spanish,Well,Adult,Delaware/DE,10929
Tagalog,Very well,Senior,Nevada/NV,10927
Russian,Well,Adult,Washington/WA,10892
Italian,Very well,Senior,California/CA,10869
Hebrew,Very well,Adult,New Jersey/NJ,10860
Telugu,Very well,Adult,Pennsylvania/PA,10842
Russian,Very well,Adult,Maryland/MD,10841
Urdu,Very well,Youth,New York/NY,10831
Spanish,Very well,Youth,Mississippi/MS,10825
Haitian,Very well,Senior,New York/NY,10797
Korean,Not at all,Senior,California/CA,10770
Cantonese,Well,Senior,California/CA,10764
Spanish,Very well,Senior,Oregon/OR,10756
Greek,Very well,Adult,Massachusetts/MA,10739
Spanish,Well,Senior,Massachusetts/MA,10737
Chaldean Neo-Aramaic,Very well,Adult,Michigan/MI,10720
Spanish,Well,Youth,Oregon/OR,10703
Urdu,Very well,Youth,Texas/TX,10674
Albanian,Very well,Adult,Michigan/MI,10661
Urdu,Well,Adult,Texas/TX,10631
Vietnamese,Not well,Adult,Washington/WA,10627
Tagalog,Well,Adult,Nevada/NV,10620
Korean,Well,Adult,Virginia/VA,10595
Arabic,Very well,Youth,Virginia/VA,10571
Arabic,Very well,Senior,California/CA,10555
Russian,Well,Adult,Florida/FL,10551
Vietnamese,Not well,Adult,Florida/FL,10551
Gujarati,Very well,Adult,Georgia/GA,10533
Korean,Very well,Adult,Pennsylvania/PA,10510
Thai,Well,Adult,California/CA,10493
Samoan,Very well,Adult,California/CA,10472
Gujarati,Very well,Adult,New York/NY,10460
Spanish,Not well,Senior,Nevada/NV,10436
Spanish,Not well,Youth,Georgia/GA,10429
Russian,Very well,Adult,Oregon/OR,10418
Russian,Not well,Senior,California/CA,10401
Mandarin,Not at all,Senior,California/CA,10374
Dutch,Very well,Adult,California/CA,10334
Chinese,Not well,Adult,Pennsylvania/PA,10330
Telugu,Very well,Adult,Michigan/MI,10303
Polish,Well,Adult,New Jersey/NJ,10296
Italian,Very well,Adult,Connecticut/CT,10275
French,Very well,Adult,Connecticut/CT,10266
Jamaican Creole English,Very well,Adult,Florida/FL,10243
Spanish,Not at all,Adult,Wisconsin/WI,10234
Amharic,Very well,Adult,Texas/TX,10229
Hindi,Very well,Youth,Texas/TX,10221
Farsi,Not well,Adult,California/CA,10213
Hindi,Very well,Adult,Arizona/AZ,10205
Italian,Not well,Senior,New York/NY,10194
Urdu,Very well,Adult,Maryland/MD,10189
Hebrew,Very well,Youth,New York/NY,10168
Spanish,Very well,Adult,Wyoming/WY,10153
Arabic,Very well,Adult,Washington/WA,10149
Mandarin,Very well,Senior,California/CA,10125
Korean,Well,Adult,Georgia/GA,10124
Haitian,Not well,Adult,New York/NY,10123
Spanish,Not well,Youth,Washington/WA,10121
Chinese,Not well,Adult,Texas/TX,10088
Polish,Very well,Senior,Illinois/IL,10080
Haitian,Very well,Youth,Massachusetts/MA,10079
German,Very well,Adult,Massachusetts/MA,10042
French,Well,Adult,Texas/TX,10039
Telugu,Very well,Youth,Texas/TX,10029
Pennsylvania German,Very well,Youth,Ohio/OH,10017
Spanish,Very well,Senior,Indiana/IN,10005
Spanish,Not at all,Adult,Utah/UT,9994
Chinese,Very well,Senior,New York/NY,9989
Tamil,Very well,Adult,Georgia/GA,9981
Mandarin,Not at all,Adult,California/CA,9947
Romanian,Very well,Adult,Illinois/IL,9944
Telugu,Very well,Adult,Ohio/OH,9936
French,Very well,Youth,Texas/TX,9909
Amharic,Very well,Adult,California/CA,9899
Haitian,Not at all,Adult,Florida/FL,9841
Cantonese,Very well,Senior,California/CA,9817
Hindi,Well,Adult,Texas/TX,9794
Arabic,Very well,Adult,Maryland/MD,9776
Spanish,Well,Senior,Colorado/CO,9772
Spanish,Not at all,Adult,South Carolina/SC,9770
Hindi,Very well,Youth,New Jersey/NJ,9748
Japanese,Very well,Adult,Texas/TX,9714
Armenian,Well,Senior,California/CA,9654
Tamil,Very well,Adult,Illinois/IL,9646
Urdu,Very well,Adult,Florida/FL,9646
Spanish,Not well,Youth,Virginia/VA,9599
Spanish,Very well,Adult,West Virginia/WV,9591
Spanish,Well,Youth,Indiana/IN,9572
Amharic,Very well,Adult,Georgia/GA,9555
Chinese,Well,Adult,Georgia/GA,9549
Polish,Well,Senior,Illinois/IL,9549
Polish,Not well,Senior,Illinois/IL,9504
Mandarin,Very well,Youth,New York/NY,9502
Romanian,Very well,Adult,New York/NY,9490
French,Very well,Adult,Minnesota/MN,9484
Tagalog,Very well,Senior,Illinois/IL,9478
French,Well,Adult,Maryland/MD,9477
Spanish,Well,Senior,Georgia/GA,9471
Ukrainian,Very well,Adult,Washington/WA,9461
Vietnamese,Very well,Adult,Pennsylvania/PA,9448
Greek,Very well,Adult,New Jersey/NJ,9384
Arabic,Well,Adult,Virginia/VA,9368
Spanish,Not at all,Senior,Pennsylvania/PA,9358
Russian,Very well,Adult,Virginia/VA,9354
Spanish,Not at all,Adult,Ohio/OH,9345
Akan (incl. Twi),Very well,Adult,Maryland/MD,9320
Mandarin,Very well,Adult,Illinois/IL,9318
Russian,Not at all,Senior,New York/NY,9311
Yoruba,Very well,Adult,Georgia/GA,9295
Russian,Well,Senior,California/CA,9292
Chinese,Well,Adult,Virginia/VA,9282
Khmer,Very well,Adult,Massachusetts/MA,9272
Spanish,Well,Youth,New Mexico/NM,9266
Italian,Well,Adult,New York/NY,9220
Akan (incl. Twi),Very well,Adult,Virginia/VA,9210
Chinese,Well,Adult,Maryland/MD,9209
Polish,Very well,Youth,New York/NY,9187
Spanish,Very well,Senior,Utah/UT,9178
Spanish,Not well,Youth,Pennsylvania/PA,9169
Greek,Very well,Adult,Florida/FL,9161
Ukrainian,Very well,Adult,California/CA,9102
Russian,Very well,Youth,Washington/WA,9080
Telugu,Very well,Adult,Florida/FL,9051
Spanish,Not at all,Adult,Rhode Island/RI,9033
Spanish,Not well,Senior,Virginia/VA,9013
Hmong,Very well,Youth,California/CA,9011
Spanish,Well,Senior,Nevada/NV,9004
Khmer,Not well,Adult,California/CA,8976
French,Very well,Adult,Arizona/AZ,8948
Portuguese,Very well,Adult,Utah/UT,8939
Albanian,Well,Adult,New York/NY,8928
Spanish,Very well,Youth,District of Columbia/DC,8922
Hmong,Very well,Youth,Minnesota/MN,8917
Urdu,Very well,Adult,Georgia/GA,8885
German,Very well,Adult,Arizona/AZ,8866
Spanish,Not at all,Adult,Michigan/MI,8865
Chinese,Well,Adult,Michigan/MI,8820
Punjabi,Very well,Adult,Washington/WA,8819
Tagalog,Well,Adult,Hawaii/HI,8807
Portuguese,Well,Adult,Connecticut/CT,8781
Korean,Very well,Adult,Massachusetts/MA,8764
Spanish,Not well,Youth,Maryland/MD,8762
Somali,Very well,Adult,Ohio/OH,8747
Vietnamese,Well,Adult,Massachusetts/MA,8739
Arabic,Not well,Adult,New York/NY,8735
Ukrainian,Very well,Adult,New York/NY,8699
Arabic,Well,Adult,Ohio/OH,8658
Armenian,Not at all,Senior,California/CA,8654
German,Very well,Adult,Maryland/MD,8654
Japanese,Not well,Adult,California/CA,8647
Vietnamese,Very well,Adult,Louisiana/LA,8647
German,Very well,Adult,New Jersey/NJ,8646
Vietnamese,Well,Senior,Texas/TX,8645
Russian,Very well,Adult,Colorado/CO,8596
Greek,Very well,Senior,New York/NY,8592
Navajo,Well,Adult,New Mexico/NM,8589
Spanish,Not well,Adult,Mississippi/MS,8571
Spanish,Well,Senior,Virginia/VA,8562
Cantonese,Not at all,Senior,New York/NY,8555
Chinese,Not well,Adult,Massachusetts/MA,8544
Armenian,Very well,Senior,California/CA,8541
Navajo,Well,Adult,Arizona/AZ,8526
Spanish,Well,Senior,Connecticut/CT,8516
Tagalog,Very well,Senior,New Jersey/NJ,8511
Spanish,Not at all,Youth,Florida/FL,8502
Urdu,Very well,Adult,Michigan/MI,8497
Serbian,Very well,Adult,Illinois/IL,8491
French,Well,Adult,Florida/FL,8470
Mandarin,Well,Youth,California/CA,8450
Navajo,Very well,Youth,Arizona/AZ,8450
Russian,Very well,Senior,New York/NY,8447
Russian,Very well,Adult,Georgia/GA,8426
Tagalog,Well,Adult,Illinois/IL,8407
Spanish,Well,Youth,Ohio/OH,8401
Arabic,Very well,Adult,Minnesota/MN,8340
Cantonese,Not at all,Adult,New York/NY,8334
Filipino,Very well,Adult,Hawaii/HI,8332
Spanish,Not well,Adult,Delaware/DE,8316
Portuguese,Well,Adult,New York/NY,8312
Punjabi,Very well,Adult,New Jersey/NJ,8311
Portuguese,Very well,Youth,California/CA,8304
Chinese,Well,Adult,Ohio/OH,8297
Japanese,Well,Adult,New York/NY,8294
Urdu,Very well,Youth,Illinois/IL,8271
Spanish,Well,Youth,Utah/UT,8264
Spanish,Not at all,Adult,Nebraska/NE,8212
German,Very well,Adult,Oregon/OR,8203
Spanish,Not at all,Adult,Indiana/IN,8200
Spanish,Not well,Youth,Massachusetts/MA,8196
Bengali,Very well,Adult,Virginia/VA,8191
Korean,Well,Adult,Illinois/IL,8176
Turkish,Very well,Adult,New Jersey/NJ,8173
Marathi,Very well,Adult,Texas/TX,8169
Igbo,Very well,Adult,California/CA,8167
Vietnamese,Very well,Adult,Oregon/OR,8163
Tamil,Very well,Youth,California/CA,8162
German,Very well,Senior,Pennsylvania/PA,8151
Vietnamese,Very well,Adult,Minnesota/MN,8151
German,Very well,Youth,California/CA,8146
Tamil,Very well,Adult,Virginia/VA,8124
Jamaican Creole English,Very well,Adult,New York/NY,8101
Spanish,Well,Adult,District of Columbia/DC,8086
Tagalog,Well,Adult,Washington/WA,8083
Vietnamese,Very well,Adult,Arizona/AZ,8047
Bulgarian,Very well,Adult,Illinois/IL,8045
Spanish,Well,Youth,Connecticut/CT,8041
Russian,Very well,Senior,California/CA,8021
Spanish,Very well,Adult,North Dakota/ND,8003
Vietnamese,Very well,Adult,Illinois/IL,7988
Cantonese,Very well,Adult,Massachusetts/MA,7979
Yiddish,Not at all,Youth,New York/NY,7970
Vietnamese,Not well,Adult,Massachusetts/MA,7947
Russian,Well,Adult,Pennsylvania/PA,7942
Tamil,Very well,Adult,Massachusetts/MA,7930
French,Well,Adult,California/CA,7929
Spanish,Very well,Senior,Oklahoma/OK,7929
Spanish,Well,Youth,South Carolina/SC,7911
Spanish,Very well,Senior,South Carolina/SC,7862
Portuguese,Very well,Senior,Massachusetts/MA,7858
French,Very well,Senior,Texas/TX,7845
Punjabi,Well,Adult,New York/NY,7839
Tamil,Very well,Adult,Washington/WA,7826
Kabuverdianu,Very well,Adult,Massachusetts/MA,7820
German,Very well,Senior,Illinois/IL,7819
Spanish,Not at all,Senior,Nevada/NV,7815
Tagalog,Very well,Senior,New York/NY,7806
German,Very well,Adult,Missouri/MO,7791
Arabic,Very well,Youth,Massachusetts/MA,7790
Chinese,Very well,Adult,Connecticut/CT,7790
Vietnamese,Not at all,Adult,Texas/TX,7787
Tagalog,Well,Adult,Texas/TX,7747
Pennsylvania German,Well,Adult,Pennsylvania/PA,7733
French,Very well,Youth,Florida/FL,7720
Chinese,Very well,Adult,Missouri/MO,7705
Mandarin,Well,Adult,Washington/WA,7693
Spanish,Not well,Senior,Maryland/MD,7674
Tamil,Very well,Adult,Pennsylvania/PA,7664
Polish,Very well,Adult,Massachusetts/MA,7655
Telugu,Well,Adult,California/CA,7648
Tagalog,Well,Adult,Florida/FL,7631
Portuguese,Very well,Adult,Pennsylvania/PA,7604
Spanish,Not well,Senior,New Mexico/NM,7601
Uto-Aztecan languages,Very well,Adult,Arizona/AZ,7601
Spanish,Well,Youth,Michigan/MI,7600
Mandarin,Well,Adult,Texas/TX,7593
Ilocano,Very well,Adult,California/CA,7546
Haitian,Very well,Adult,Pennsylvania/PA,7540
Telugu,Very well,Adult,Maryland/MD,7536
Cantonese,Very well,Adult,Washington/WA,7517
Japanese,Not well,Senior,California/CA,7517
Hindi,Well,Adult,New Jersey/NJ,7512
Gujarati,Well,Adult,Illinois/IL,7508
Iu Mien,Very well,Adult,California/CA,7508
Haitian,Very well,Adult,Maryland/MD,7506
Swedish,Very well,Adult,California/CA,7506
Amharic,Well,Adult,Maryland/MD,7501
Gujarati,Very well,Adult,Massachusetts/MA,7498
Cebuano,Very well,Adult,California/CA,7496
Bengali,Very well,Adult,Michigan/MI,7493
Marathi,Very well,Adult,New Jersey/NJ,7491
Arabic,Well,Adult,Pennsylvania/PA,7490
Spanish,Well,Youth,Minnesota/MN,7486
German,Very well,Adult,South Carolina/SC,7485
Haitian,Well,Senior,New York/NY,7483
French,Very well,Adult,Indiana/IN,7479
Malayalam,Very well,Adult,New Jersey/NJ,7472
Malayalam,Very well,Adult,Illinois/IL,7462
Russian,Well,Adult,New Jersey/NJ,7456
Italian,Very well,Senior,Pennsylvania/PA,7455
Spanish,Well,Youth,Oklahoma/OK,7452
Spanish,Very well,Adult,South Dakota/SD,7449
Korean,Very well,Youth,New Jersey/NJ,7448
Russian,Very well,Adult,North Carolina/NC,7448
Nepali,Very well,Adult,New York/NY,7442
German,Very well,Adult,Minnesota/MN,7440
Filipino,Very well,Adult,Nevada/NV,7432
Spanish,Very well,Senior,Louisiana/LA,7427
Spanish,Well,Youth,Wisconsin/WI,7415
Portuguese,Very well,Senior,California/CA,7394
Vietnamese,Very well,Adult,Maryland/MD,7385
Spanish,Not well,Senior,Georgia/GA,7384
Urdu,Very well,Youth,California/CA,7375
Korean,Not well,Senior,New York/NY,7368
Korean,Not well,Adult,Texas/TX,7360
Farsi,Very well,Adult,Maryland/MD,7359
French,Very well,Youth,Maryland/MD,7356
Tagalog,Well,Adult,New Jersey/NJ,7317
Italian,Very well,Adult,Texas/TX,7313
Korean,Very well,Adult,Florida/FL,7304
Cantonese,Not well,Senior,New York/NY,7290
Hebrew,Very well,Youth,California/CA,7287
Apache languages,Very well,Adult,Arizona/AZ,7283
French,Very well,Adult,Oregon/OR,7273
Spanish,Well,Youth,Alabama/AL,7266
Urdu,Well,Adult,California/CA,7254
Romanian,Very well,Adult,Florida/FL,7253
Tamil,Very well,Adult,North Carolina/NC,7248
Punjabi,Very well,Senior,California/CA,7236
Spanish,Very well,Adult,Montana/MT,7225
Spanish,Very well,Senior,Wisconsin/WI,7225
Other English-based Creole languages,Very well,Adult,Hawaii/HI,7206
Spanish,Not at all,Adult,Alabama/AL,7203
Chinese,Very well,Youth,New Jersey/NJ,7201
Portuguese,Very well,Adult,Maryland/MD,7200
Russian,Very well,Youth,Florida/FL,7200
Haitian,Not at all,Senior,Florida/FL,7192
Spanish,Not at all,Adult,Idaho/ID,7190
Vietnamese,Very well,Adult,New York/NY,7184
Chinese,Very well,Youth,Massachusetts/MA,7176
Spanish,Not at all,Senior,North Carolina/NC,7169
Gujarati,Very well,Youth,New Jersey/NJ,7167
Vietnamese,Very well,Adult,North Carolina/NC,7166
Akan (incl. Twi),Very well,Adult,New Jersey/NJ,7161
Telugu,Well,Adult,Texas/TX,7158
Chinese,Very well,Adult,Arizona/AZ,7141
Yoruba,Very well,Adult,Illinois/IL,7121
Spanish,Not well,Senior,North Carolina/NC,7079
Urdu,Very well,Adult,Pennsylvania/PA,7072
Arabic,Well,Senior,California/CA,7071
Mandarin,Very well,Adult,Pennsylvania/PA,7067
Chinese,Very well,Adult,Oregon/OR,7047
Hebrew,Well,Adult,New York/NY,7045
Portuguese,Not well,Senior,Massachusetts/MA,7045
German,Very well,Senior,Ohio/OH,7043
Spanish,Not well,Senior,Washington/WA,7034
Arabic,Very well,Youth,Ohio/OH,6997
Hindi,Very well,Adult,Indiana/IN,6995
Haitian,Well,Youth,Florida/FL,6987
Nepali,Very well,Adult,California/CA,6978
Yiddish,Very well,Senior,New York/NY,6967
Dutch,Very well,Adult,New York/NY,6946
Cajun French,Very well,Senior,Louisiana/LA,6941
Urdu,Well,Adult,Illinois/IL,6929
Hebrew,Very well,Senior,New York/NY,6896
Tamil,Very well,Youth,Texas/TX,6893
Akan (incl. Twi),Well,Adult,New York/NY,6889
Ukrainian,Very well,Adult,Illinois/IL,6878
Tagalog,Well,Adult,New York/NY,6873
Arabic,Well,Adult,Massachusetts/MA,6857
Portuguese,Very well,Adult,Virginia/VA,6857
Dutch,Very well,Adult,Ohio/OH,6853
Tagalog,Very well,Senior,Florida/FL,6851
Haitian,Very well,Adult,Connecticut/CT,6842
Polish,Very well,Youth,New Jersey/NJ,6842
German,Very well,Adult,Tennessee/TN,6837
Tagalog,Very well,Senior,Texas/TX,6833
Filipino,Very well,Youth,California/CA,6831
Telugu,Very well,Adult,Massachusetts/MA,6830
Arabic,Very well,Youth,Pennsylvania/PA,6829
Chinese,Not well,Adult,Florida/FL,6817
Pennsylvania German,Well,Adult,Ohio/OH,6810
Vietnamese,Very well,Youth,Georgia/GA,6798
Bengali,Well,Adult,Michigan/MI,6796
Haitian,Not well,Adult,Massachusetts/MA,6795
Spanish,Not at all,Youth,New York/NY,6784
French,Very well,Senior,New Hampshire/NH,6782
Yoruba,Very well,Adult,New Jersey/NJ,6770
Arabic,Well,Adult,Tennessee/TN,6768
Tagalog,Very well,Adult,North Carolina/NC,6764
Igbo,Very well,Adult,Maryland/MD,6763
Korean,Not well,Adult,Georgia/GA,6740
Spanish,Not at all,Senior,New Mexico/NM,6729
French,Very well,Adult,Tennessee/TN,6720
Indonesian,Well,Adult,California/CA,6720
Russian,Very well,Adult,Ohio/OH,6720
Assyrian Neo-Aramaic,Very well,Adult,California/CA,6715
Ilocano,Well,Senior,Hawaii/HI,6712
Somali,Not well,Adult,Minnesota/MN,6703
Vietnamese,Not well,Adult,Pennsylvania/PA,6696
Cantonese,Very well,Youth,New York/NY,6689
Chinese,Very well,Adult,Colorado/CO,6685
Russian,Very well,Adult,Michigan/MI,6683
Arabic,Not well,Adult,Texas/TX,6682
Arabic,Very well,Youth,Tennessee/TN,6678
Italian,Very well,Youth,New York/NY,6665
Vietnamese,Very well,Adult,Colorado/CO,6649
Amharic,Well,Adult,Virginia/VA,6648
Spanish,Very well,Senior,Tennessee/TN,6635
Spanish,Well,Senior,Maryland/MD,6631
Italian,Very well,Senior,Massachusetts/MA,6623
Polish,Very well,Adult,Pennsylvania/PA,6604
Hindi,Very well,Adult,Connecticut/CT,6601
Spanish,Not at all,Senior,Connecticut/CT,6597
Swahili,Very well,Adult,California/CA,6595
Vietnamese,Very well,Youth,Florida/FL,6587
Telugu,Very well,Youth,New Jersey/NJ,6585
Cantonese,Very well,Adult,New Jersey/NJ,6579
Chinese,Very well,Youth,Pennsylvania/PA,6575
Hindi,Well,Adult,New York/NY,6569
Polish,Very well,Adult,Michigan/MI,6561
Chinese,Very well,Youth,Illinois/IL,6544
Tagalog,Very well,Adult,Alaska/AK,6535
Albanian,Very well,Youth,New York/NY,6534
Japanese,Well,Adult,Hawaii/HI,6533
Portuguese,Well,Senior,Massachusetts/MA,6527
Chinese,Very well,Adult,Minnesota/MN,6519
Albanian,Very well,Adult,Illinois/IL,6518
Bengali,Very well,Adult,Florida/FL,6518
Russian,Very well,Adult,Minnesota/MN,6517
Mandarin,Very well,Adult,Florida/FL,6515
Korean,Not well,Adult,Virginia/VA,6514
Hungarian,Very well,Adult,California/CA,6501
Tamil,Very well,Adult,Florida/FL,6500
