"","PWGTP","AGEP","PUMA","ENG_label","LANP_label"
"15470",12,58,"00304","Very well","Mandarin"
"15471",50,65,"00304","Not well","Korean"
"15472",35,46,"00304","Very well","Swahili"
"15473",25,71,"00304","Well","Swahili"
"15474",42,67,"00304","Well","Swahili"
"15475",12,47,"00307","Very well","Korean"
"15476",8,49,"00301","Very well","Tagalog"
"15477",9,48,"00301","Very well","Tagalog"
"15478",7,56,"00200","Not at all","Filipino"
"15479",6,41,"00200","Very well","Filipino"
"15480",6,11,"00200","Very well","Filipino"
"15481",26,70,"00305","Very well","Hawaiian"
"15482",16,87,"00303","Not well","Chinese"
"15483",14,79,"00303","Not at all","Chinese"
"15484",16,82,"00304","Very well","Spanish"
"15485",14,68,"00305","Well","Mandarin"
"15486",12,68,"00305","Well","Mandarin"
"15487",9,36,"00306","Not well","Korean"
"15488",12,12,"00306","Very well","Japanese"
"15489",6,56,"00301","Well","Tongan"
"15490",8,81,"00301","Well","Tongan"
"15491",6,64,"00301","Not well","Tongan"
"15492",6,53,"00301","Not well","Tongan"
"15493",5,52,"00301","Very well","Tongan"
"15494",6,52,"00301","Well","Tongan"
"15495",5,26,"00301","Very well","Tongan"
"15496",5,25,"00301","Very well","Tongan"
"15497",35,47,"00305","Well","Vietnamese"
"15498",28,61,"00305","Not well","Vietnamese"
"15499",34,47,"00305","Very well","Vietnamese"
"15500",30,47,"00305","Not well","Vietnamese"
"15501",3,62,"00301","Very well","Tagalog"
"15502",47,33,"00302","Well","Tagalog"
"15503",45,41,"00302","Not well","Ilocano"
"15504",42,67,"00302","Not well","Ilocano"
"15505",39,66,"00302","Not well","Tagalog"
"15506",46,43,"00302","Well","Ilocano"
"15507",39,20,"00302","Well","Ilocano"
"15508",41,15,"00302","Very well","Tagalog"
"15509",41,9,"00302","Very well","Ilocano"
"15510",25,35,"00301","Very well","Portuguese"
"15511",31,39,"00301","Well","Portuguese"
"15512",15,74,"00305","Well","Other English-based Creole languages"
"15513",10,22,"00200","Very well","Spanish"
"15514",22,50,"00200","Well","Filipino"
"15515",32,54,"00306","Well","Ilocano"
"15516",30,53,"00306","Well","Ilocano"
"15517",28,27,"00306","Very well","Ilocano"
"15518",14,72,"00100","Well","Tagalog"
"15519",23,59,"00100","Very well","Other English-based Creole languages"
"15520",2,68,"00304","Very well","Hawaiian"
"15521",2,40,"00304","Very well","India N.E.C."
"15522",14,34,"00303","Very well","Lao"
"15523",43,54,"00305","Very well","Samoan"
"15524",2,71,"00200","Very well","Hawaiian"
"15525",3,73,"00200","Very well","Hawaiian"
"15526",7,18,"00200","Very well","Hawaiian"
"15527",7,20,"00200","Very well","Other English-based Creole languages"
"15528",10,24,"00200","Very well","Japanese"
"15529",2,62,"00200","Very well","Hawaiian"
"15530",3,61,"00200","Very well","Hawaiian"
"15531",23,60,"00304","Not well","Korean"
"15532",24,57,"00304","Not well","Korean"
"15533",19,14,"00304","Very well","Spanish"
"15534",34,19,"00302","Very well","Hawaiian"
"15535",38,15,"00302","Very well","Hawaiian"
"15536",33,70,"00308","Well","Ilocano"
"15537",28,82,"00308","Well","Ilocano"
"15538",37,39,"00308","Very well","Ilocano"
"15539",36,36,"00308","Very well","Ilocano"
"15540",32,53,"00308","Well","Ilocano"
"15541",30,62,"00308","Well","Ilocano"
"15542",41,14,"00308","Well","Ilocano"
"15543",42,14,"00308","Very well","Ilocano"
"15544",15,36,"00303","Very well","Japanese"
"15545",41,32,"00100","Very well","Hawaiian"
"15546",12,25,"00302","Well","French"
"15547",10,30,"00302","Very well","French"
"15548",15,57,"00304","Very well","Filipino"
"15549",19,45,"00304","Not at all","Filipino"
"15550",19,40,"00304","Not well","Filipino"
"15551",5,74,"00301","Not well","Ilocano"
"15552",4,95,"00301","Not well","Ilocano"
"15553",13,62,"00305","Well","Tagalog"
"15554",7,56,"00306","Well","Japanese"
"15555",16,40,"00306","Very well","Cantonese"
"15556",11,59,"00306","Not well","Chinese"
"15557",3,30,"00305","Very well","Other English-based Creole languages"
"15558",76,55,"00301","Very well","Japanese"
"15559",9,56,"00308","Very well","Japanese"
"15560",19,69,"00200","Very well","Spanish"
"15561",17,40,"00100","Very well","Russian"
"15562",21,11,"00100","Very well","Russian"
"15563",11,8,"00100","Very well","Russian"
"15564",16,75,"00200","Not well","Japanese"
"15565",13,43,"00200","Very well","Japanese"
"15566",4,86,"00304","Very well","Hawaiian"
"15567",65,60,"00307","Well","Filipino"
"15568",47,84,"00100","Not well","Tagalog"
"15569",40,69,"00100","Not well","Tagalog"
"15570",16,89,"00304","Well","Japanese"
"15571",37,35,"00308","Well","German"
"15572",41,44,"00301","Very well","Tagalog"
"15573",40,20,"00301","Very well","Tagalog"
"15574",37,18,"00301","Very well","Tagalog"
"15575",10,77,"00307","Very well","German"
"15576",22,40,"00308","Very well","Spanish"
"15577",11,23,"00306","Very well","Spanish"
"15578",17,46,"00302","Very well","Spanish"
"15579",126,55,"00304","Well","French"
"15580",11,59,"00307","Very well","French"
"15581",28,77,"00200","Very well","Ilocano"
"15582",10,86,"00100","Well","Other English-based Creole languages"
"15583",100,71,"00306","Very well","Tagalog"
"15584",47,47,"00304","Very well","Mandarin"
"15585",5,46,"00100","Very well","Hawaiian"
"15586",4,45,"00100","Very well","Hawaiian"
"15587",6,23,"00100","Very well","Hawaiian"
"15588",3,19,"00100","Very well","Hawaiian"
"15589",3,15,"00100","Very well","Hawaiian"
"15590",4,13,"00100","Very well","Hawaiian"
"15591",12,58,"00100","Not well","Hawaiian"
"15592",15,65,"00200","Not well","Ilocano"
"15593",18,74,"00306","Not well","Chinese"
"15594",16,74,"00306","Not well","Chinese"
"15595",9,63,"00308","Not well","Ilocano"
"15596",11,62,"00308","Not well","Ilocano"
"15597",43,83,"00305","Very well","Japanese"
"15598",41,73,"00305","Very well","Japanese"
"15599",46,44,"00305","Very well","Japanese"
"15600",32,36,"00100","Very well","Thai"
"15601",10,59,"00307","Very well","German"
"15602",8,59,"00100","Very well","Japanese"
"15603",25,56,"00305","Well","Ilocano"
"15604",29,57,"00305","Well","Ilocano"
"15605",24,65,"00305","Well","Ilocano"
"15606",27,56,"00305","Well","Ilocano"
"15607",42,72,"00303","Very well","Japanese"
"15608",39,61,"00303","Very well","Japanese"
"15609",17,30,"00304","Very well","French"
"15610",12,65,"00304","Very well","Japanese"
"15611",15,88,"00304","Well","Japanese"
"15612",25,68,"00100","Very well","Japanese"
"15613",22,67,"00100","Very well","Japanese"
"15614",4,49,"00200","Very well","Japanese"
"15615",3,8,"00200","Very well","Japanese"
"15616",12,49,"00302","Very well","Korean"
"15617",3,68,"00200","Very well","Hawaiian"
"15618",5,66,"00200","Very well","Hawaiian"
"15619",5,41,"00200","Very well","Hawaiian"
"15620",8,38,"00200","Very well","Hawaiian"
"15621",15,18,"00200","Very well","Hawaiian"
"15622",6,15,"00200","Very well","Hawaiian"
"15623",4,14,"00200","Very well","Hawaiian"
"15624",8,42,"00200","Very well","Hawaiian"
"15625",14,56,"00305","Well","Filipino"
"15626",13,47,"00305","Well","Filipino"
"15627",43,72,"00100","Well","Japanese"
"15628",18,58,"00200","Well","Other and unspecified languages"
"15629",21,71,"00304","Very well","Korean"
"15630",25,48,"00308","Not well","Filipino"
"15631",30,47,"00308","Well","Filipino"
"15632",18,71,"00308","Well","Filipino"
"15633",23,22,"00308","Well","Filipino"
"15634",53,76,"00304","Not well","Japanese"
"15635",11,67,"00303","Very well","French"
"15636",15,89,"00304","Well","Tagalog"
"15637",44,77,"00305","Well","Ilocano"
"15638",41,64,"00305","Well","Ilocano"
"15639",35,71,"00305","Not well","Ilocano"
"15640",15,55,"00308","Very well","Filipino"
"15641",13,56,"00308","Very well","Filipino"
"15642",13,77,"00308","Well","Filipino"
"15643",14,54,"00308","Very well","Filipino"
"15644",14,44,"00308","Well","Filipino"
"15645",16,41,"00308","Very well","Filipino"
"15646",16,23,"00308","Very well","Filipino"
"15647",14,21,"00308","Very well","Filipino"
"15648",18,18,"00308","Very well","Filipino"
"15649",17,12,"00308","Very well","Filipino"
"15650",15,10,"00308","Well","Filipino"
"15651",18,34,"00306","Very well","Chinese"
"15652",5,49,"00200","Very well","Hawaiian"
"15653",9,44,"00200","Very well","Other English-based Creole languages"
"15654",6,28,"00200","Very well","Other English-based Creole languages"
"15655",13,30,"00305","Well","Cantonese"
"15656",15,29,"00305","Well","Japanese"
"15657",13,66,"00307","Very well","Ilocano"
"15658",12,58,"00307","Well","Ilocano"
"15659",13,37,"00307","Very well","Ilocano"
"15660",25,36,"00200","Very well","Ilocano"
"15661",13,25,"00302","Very well","Spanish"
"15662",15,27,"00302","Very well","Spanish"
"15663",19,36,"00305","Not at all","Chinese"
"15664",18,32,"00305","Well","Chinese"
"15665",18,36,"00305","Not well","Chinese"
"15666",13,61,"00305","Well","Chinese"
"15667",11,57,"00305","Not at all","Chinese"
"15668",16,32,"00305","Very well","Chinese"
"15669",16,5,"00305","Not well","Chinese"
"15670",71,48,"00304","Very well","Ilocano"
"15671",12,51,"00306","Very well","Korean"
"15672",7,52,"00307","Well","Chinese"
"15673",7,55,"00307","Well","Chinese"
"15674",38,73,"00306","Well","Korean"
"15675",24,62,"00307","Well","Ilocano"
"15676",21,61,"00307","Well","Ilocano"
"15677",22,37,"00307","Very well","Ilocano"
"15678",23,35,"00307","Very well","Ilocano"
"15679",21,23,"00307","Very well","Ilocano"
"15680",25,21,"00307","Very well","Ilocano"
"15681",18,69,"00307","Well","Ilocano"
"15682",20,67,"00307","Well","Ilocano"
"15683",23,43,"00307","Very well","Tagalog"
"15684",9,39,"00305","Very well","Filipino"
"15685",12,39,"00305","Well","Filipino"
"15686",14,45,"00100","Very well","Swiss German"
"15687",13,35,"00100","Very well","Japanese"
"15688",7,75,"00301","Very well","Other English-based Creole languages"
"15689",78,71,"00200","Very well","Hawaiian"
"15690",60,8,"00200","Very well","Hawaiian"
"15691",46,69,"00200","Very well","Spanish"
"15692",10,54,"00303","Not well","Japanese"
"15693",11,68,"00303","Well","Hawaiian"
"15694",14,27,"00303","Very well","Japanese"
"15695",53,15,"00200","Very well","Chinese"
"15696",12,72,"00305","Not at all","Chinese"
"15697",9,69,"00305","Not well","Chinese"
"15698",21,23,"00301","Very well","Spanish"
"15699",24,25,"00301","Very well","Spanish"
"15700",7,52,"00307","Well","Filipino"
"15701",9,60,"00307","Well","Filipino"
"15702",7,58,"00307","Well","Filipino"
"15703",9,61,"00306","Very well","Japanese"
"15704",8,20,"00301","Very well","Hawaiian"
"15705",8,18,"00301","Very well","Hawaiian"
"15706",7,12,"00301","Very well","Hawaiian"
"15707",8,50,"00100","Well","German"
"15708",16,64,"00200","Well","Korean"
"15709",20,59,"00100","Very well","Other Eastern Malayo-Polynesian languages"
"15710",19,42,"00100","Well","Other Eastern Malayo-Polynesian languages"
"15711",37,75,"00306","Well","Ilocano"
"15712",37,80,"00306","Well","Ilocano"
"15713",43,49,"00306","Very well","Filipino"
"15714",11,59,"00302","Very well","Tagalog"
"15715",51,30,"00308","Well","Marshallese"
"15716",50,33,"00308","Well","Marshallese"
"15717",52,13,"00307","Very well","Hawaiian"
"15718",30,58,"00100","Very well","Ilocano"
"15719",14,29,"00307","Very well","Uto-Aztecan languages"
"15720",74,53,"00200","Well","Spanish"
"15721",11,54,"00307","Well","Japanese"
"15722",13,45,"00306","Very well","Ilocano"
"15723",9,41,"00306","Very well","Ilocano"
"15724",6,17,"00306","Very well","Ilocano"
"15725",7,79,"00306","Not well","Ilocano"
"15726",7,71,"00306","Not well","Ilocano"
"15727",18,66,"00305","Not at all","Chinese"
"15728",18,75,"00305","Not at all","Chinese"
"15729",10,57,"00305","Well","Filipino"
"15730",12,61,"00305","Well","Filipino"
"15731",12,87,"00305","Not well","Filipino"
"15732",11,71,"00304","Very well","Japanese"
"15733",4,60,"00200","Very well","Hawaiian"
"15734",6,30,"00200","Very well","Hawaiian"
"15735",6,27,"00200","Very well","Samoan"
"15736",8,65,"00308","Very well","Spanish"
"15737",10,26,"00308","Very well","Japanese"
"15738",16,57,"00302","Very well","French"
"15739",11,49,"00302","Very well","Spanish"
"15740",14,53,"00302","Very well","Spanish"
"15741",14,57,"00308","Well","Filipino"
"15742",61,44,"00100","Very well","Greek"
"15743",75,7,"00100","Well","Greek"
"15744",14,69,"00303","Very well","Chinese"
"15745",2,64,"00301","Very well","Hawaiian"
"15746",3,39,"00301","Very well","Hawaiian"
"15747",5,81,"00301","Very well","Hawaiian"
"15748",3,36,"00301","Very well","Hawaiian"
"15749",23,60,"00100","Very well","Ilocano"
"15750",21,66,"00100","Very well","Ilocano"
"15751",25,45,"00100","Very well","Ilocano"
"15752",23,49,"00100","Very well","Ilocano"
"15753",24,34,"00100","Well","Ilocano"
"15754",14,82,"00307","Very well","Japanese"
"15755",6,82,"00305","Well","Chinese"
"15756",6,62,"00305","Well","Chinese"
"15757",8,28,"00305","Very well","Chinese"
"15758",21,55,"00308","Very well","Chinese"
"15759",16,54,"00308","Well","Chinese"
"15760",7,62,"00200","Well","Ilocano"
"15761",5,65,"00200","Well","Ilocano"
"15762",8,16,"00200","Well","Ilocano"
"15763",10,59,"00303","Very well","Samoan"
"15764",14,74,"00302","Very well","Spanish"
"15765",4,70,"00305","Very well","French"
"15766",3,48,"00305","Very well","French"
"15767",4,13,"00305","Very well","French"
"15768",18,50,"00200","Very well","Indonesian"
"15769",21,46,"00200","Very well","Indonesian"
"15770",23,62,"00303","Not at all","Chinese"
"15771",2,67,"00200","Very well","Other English-based Creole languages"
"15772",4,68,"00200","Very well","Other English-based Creole languages"
"15773",36,66,"00301","Well","Cebuano"
"15774",43,49,"00301","Well","Tongan"
"15775",9,18,"00302","Very well","Hawaiian"
"15776",14,36,"00307","Very well","Japanese"
"15777",21,45,"00302","Very well","Min Nan Chinese"
"15778",17,75,"00302","Well","Min Nan Chinese"
"15779",9,30,"00306","Well","Tagalog"
"15780",4,70,"00100","Very well","Thai"
"15781",4,44,"00100","Well","Thai"
"15782",4,23,"00100","Well","Tagalog"
"15783",13,95,"00304","Well","Min Nan Chinese"
"15784",14,80,"00304","Well","Min Nan Chinese"
"15785",13,13,"00304","Well","Min Nan Chinese"
"15786",13,13,"00304","Very well","Min Nan Chinese"
"15787",11,67,"00304","Well","Chinese"
"15788",13,67,"00304","Well","Chinese"
"15789",13,54,"00100","Well","Filipino"
"15790",17,47,"00100","Well","Tagalog"
"15791",9,59,"00100","Very well","Spanish"
"15792",17,54,"00100","Well","Filipino"
"15793",21,59,"00100","Not well","Filipino"
"15794",32,34,"00100","Well","Filipino"
"15795",7,25,"00301","Well","Spanish"
"15796",9,25,"00301","Very well","Spanish"
"15797",17,42,"00303","Very well","Japanese"
"15798",18,7,"00303","Very well","Japanese"
"15799",11,73,"00305","Well","Other English-based Creole languages"
"15800",19,44,"00304","Well","Portuguese"
"15801",23,37,"00303","Very well","Chinese"
"15802",18,80,"00303","Not well","Chinese"
"15803",15,63,"00303","Not at all","Chinese"
"15804",4,85,"00304","Not well","Spanish"
"15805",45,30,"00306","Well","Lao"
"15806",32,56,"00306","Not well","Lao"
"15807",15,39,"00303","Very well","Japanese"
"15808",37,49,"00100","Well","Spanish"
"15809",62,55,"00100","Well","Spanish"
"15810",25,18,"00100","Very well","Spanish"
"15811",42,13,"00100","Very well","Spanish"
"15812",25,81,"00100","Not at all","Spanish"
"15813",11,55,"00303","Very well","Hawaiian"
"15814",32,47,"00304","Very well","Chinese"
"15815",7,43,"00100","Very well","Hawaiian"
"15816",7,22,"00100","Very well","Hawaiian"
"15817",6,32,"00100","Very well","Hawaiian"
"15818",5,68,"00100","Very well","Hawaiian"
"15819",7,28,"00100","Very well","Hawaiian"
"15820",15,95,"00303","Very well","Chinese"
"15821",14,63,"00306","Not well","Tongan"
"15822",10,57,"00306","Very well","Tongan"
"15823",11,25,"00306","Very well","Tongan"
"15824",13,23,"00306","Very well","Tongan"
"15825",12,27,"00306","Well","Tongan"
"15826",10,26,"00306","Very well","Tongan"
"15827",5,78,"00100","Well","Hawaiian"
"15828",11,60,"00100","Very well","Hawaiian"
"15829",11,65,"00303","Well","Japanese"
"15830",26,49,"00100","Very well","Japanese"
"15831",35,25,"00100","Well","Japanese"
"15832",3,74,"00301","Well","Spanish"
"15833",14,53,"00306","Very well","Japanese"
"15834",24,65,"00308","Not well","Cantonese"
"15835",26,71,"00308","Not well","Cantonese"
"15836",26,38,"00308","Well","Cantonese"
"15837",12,53,"00303","Well","Japanese"
"15838",10,84,"00308","Well","Tagalog"
"15839",14,82,"00308","Well","Tagalog"
"15840",51,88,"00306","Well","Japanese"
"15841",7,78,"00305","Very well","Tagalog"
"15842",5,29,"00200","Not at all","Hawaiian"
"15843",17,50,"00308","Well","Chinese"
"15844",21,51,"00308","Well","Chinese"
"15845",37,35,"00304","Well","Russian"
"15846",39,43,"00305","Very well","Thai"
"15847",16,48,"00303","Very well","Portuguese"
"15848",22,13,"00303","Very well","Portuguese"
"15849",15,72,"00304","Not well","Vietnamese"
"15850",13,67,"00304","Not at all","Vietnamese"
"15851",49,92,"00305","Not at all","Korean"
"15852",12,85,"00307","Very well","Tagalog"
"15853",14,84,"00307","Very well","Ilocano"
"15854",32,49,"00304","Well","Tagalog"
"15855",83,58,"00200","Very well","German"
"15856",67,61,"00200","Very well","Russian"
"15857",27,30,"00304","Very well","Bulgarian"
"15858",11,50,"00303","Very well","Russian"
"15859",10,18,"00303","Very well","Russian"
"15860",44,31,"00304","Well","Swedish"
"15861",6,72,"00307","Very well","Samoan"
"15862",9,74,"00307","Very well","Samoan"
"15863",15,62,"00302","Very well","Cantonese"
"15864",46,63,"00301","Very well","Hawaiian"
"15865",27,62,"00307","Very well","Samoan"
"15866",41,86,"00306","Very well","Chinese"
"15867",41,89,"00306","Very well","Chinese"
"15868",33,30,"00306","Very well","Spanish"
"15869",13,64,"00304","Well","Korean"
"15870",17,35,"00304","Very well","Korean"
"15871",2,56,"00200","Very well","Other English-based Creole languages"
"15872",2,23,"00200","Very well","Other English-based Creole languages"
"15873",25,85,"00305","Well","Hawaiian"
"15874",24,78,"00305","Well","Hawaiian"
"15875",19,74,"00305","Very well","Hawaiian"
"15876",13,55,"00302","Very well","Spanish"
"15877",33,63,"00301","Very well","French"
"15878",11,46,"00304","Very well","German"
"15879",50,48,"00304","Very well","Chamorro"
"15880",11,59,"00303","Well","Korean"
"15881",12,55,"00306","Very well","Filipino"
"15882",33,59,"00100","Well","Ilocano"
"15883",36,57,"00100","Well","Ilocano"
"15884",31,75,"00100","Not well","Ilocano"
"15885",16,28,"00306","Very well","Spanish"
"15886",8,89,"00308","Very well","Ilocano"
"15887",24,87,"00308","Well","Ilocano"
"15888",6,54,"00100","Well","Other English-based Creole languages"
"15889",8,21,"00100","Very well","Japanese"
"15890",5,18,"00100","Very well","Other English-based Creole languages"
"15891",19,57,"00305","Very well","Chinese"
"15892",17,55,"00305","Very well","Chinese"
"15893",15,17,"00305","Not well","Chinese"
"15894",23,9,"00305","Very well","Chinese"
"15895",15,15,"00305","Very well","Chinese"
"15896",23,30,"00305","Very well","Chinese"
"15897",19,90,"00305","Very well","Chinese"
"15898",17,42,"00306","Very well","Japanese"
"15899",27,41,"00308","Very well","Japanese"
"15900",7,69,"00307","Well","Korean"
"15901",7,54,"00307","Well","Ilocano"
"15902",8,59,"00307","Not well","Ilocano"
"15903",5,60,"00307","Well","Ilocano"
"15904",34,52,"00305","Very well","Tongan"
"15905",30,54,"00305","Very well","Tongan"
"15906",23,28,"00305","Very well","Tongan"
"15907",24,25,"00305","Very well","Tongan"
"15908",25,23,"00305","Very well","Tongan"
"15909",21,22,"00305","Very well","Tongan"
"15910",11,57,"00303","Very well","Cantonese"
"15911",14,23,"00303","Very well","Japanese"
"15912",6,66,"00200","Well","Hawaiian"
"15913",18,39,"00304","Not well","Vietnamese"
"15914",16,57,"00304","Not well","Vietnamese"
"15915",14,46,"00304","Very well","Tagalog"
"15916",14,62,"00307","Very well","Chinese"
"15917",56,26,"00305","Well","Romanian"
"15918",41,25,"00305","Well","Romanian"
"15919",22,69,"00306","Very well","Japanese"
"15920",18,57,"00306","Well","Japanese"
"15921",10,66,"00305","Very well","Tagalog"
"15922",42,68,"00304","Very well","Hawaiian"
"15923",9,78,"00302","Very well","Japanese"
"15924",14,25,"00200","Very well","Hawaiian"
"15925",11,22,"00200","Very well","Hawaiian"
"15926",18,60,"00304","Well","Japanese"
"15927",15,62,"00304","Not well","Japanese"
"15928",24,56,"00305","Not well","Lao"
"15929",30,28,"00305","Not well","Lao"
"15930",12,48,"00304","Well","Vietnamese"
"15931",12,47,"00304","Very well","Manding languages"
"15932",8,20,"00304","Not well","Mandarin"
"15933",10,17,"00304","Very well","Mandarin"
"15934",8,27,"00301","Very well","Samoan"
"15935",11,12,"00301","Very well","Samoan"
"15936",17,62,"00100","Very well","Japanese"
"15937",16,73,"00303","Very well","Vietnamese"
"15938",19,85,"00305","Not at all","Cantonese"
"15939",8,61,"00305","Very well","Filipino"
"15940",7,57,"00305","Well","Filipino"
"15941",8,55,"00305","Very well","Filipino"
"15942",21,27,"00306","Well","Lao"
"15943",76,58,"00304","Not well","Vietnamese"
"15944",67,61,"00304","Not well","Vietnamese"
"15945",10,57,"00308","Very well","Tagalog"
"15946",13,58,"00308","Very well","Ilocano"
"15947",9,80,"00308","Very well","Ilocano"
"15948",11,73,"00308","Very well","Ilocano"
"15949",20,51,"00307","Very well","Ilocano"
"15950",19,47,"00307","Well","Ilocano"
"15951",27,62,"00200","Well","Korean"
"15952",7,39,"00100","Very well","Hindi"
"15953",8,39,"00100","Very well","Hindi"
"15954",12,56,"00303","Very well","Portuguese"
"15955",13,69,"00305","Very well","Japanese"
"15956",11,60,"00308","Well","Ilocano"
"15957",11,63,"00100","Not well","Japanese"
"15958",15,29,"00100","Very well","Japanese"
"15959",12,62,"00307","Not well","Ilocano"
"15960",14,61,"00307","Not well","Ilocano"
"15961",13,39,"00307","Well","Ilocano"
"15962",12,34,"00307","Not well","Ilocano"
"15963",10,19,"00307","Well","Ilocano"
"15964",11,17,"00307","Very well","Ilocano"
"15965",12,9,"00307","Very well","Ilocano"
"15966",12,47,"00305","Very well","Vietnamese"
"15967",4,85,"00200","Very well","Hawaiian"
"15968",2,83,"00200","Very well","Hawaiian"
"15969",18,60,"00304","Well","Korean"
"15970",20,36,"00304","Very well","Korean"
"15971",45,34,"00308","Very well","Tagalog"
"15972",20,45,"00304","Very well","Spanish"
"15973",10,89,"00308","Well","Tagalog"
"15974",14,89,"00308","Well","Tagalog"
"15975",9,59,"00308","Well","Tagalog"
"15976",14,52,"00308","Very well","Japanese"
"15977",27,23,"00306","Very well","Korean"
"15978",13,24,"00306","Very well","Korean"
"15979",20,22,"00308","Very well","Spanish"
"15980",18,19,"00308","Very well","Spanish"
"15981",21,67,"00308","Very well","Tagalog"
"15982",17,64,"00308","Very well","Tagalog"
"15983",10,71,"00301","Very well","Cebuano"
"15984",44,61,"00306","Very well","Japanese"
"15985",38,58,"00306","Well","Mandarin"
"15986",16,34,"00307","Very well","Tagalog"
"15987",15,29,"00307","Very well","Tagalog"
"15988",14,7,"00307","Not well","Tagalog"
"15989",11,62,"00307","Well","Tagalog"
"15990",21,77,"00200","Very well","Hebrew"
"15991",16,43,"00306","Very well","Japanese"
"15992",17,8,"00306","Well","Japanese"
"15993",12,68,"00308","Well","Ilocano"
"15994",11,69,"00308","Well","Ilocano"
"15995",39,50,"00303","Very well","Other Bantu languages"
"15996",92,53,"00303","Very well","Shona"
"15997",39,6,"00303","Very well","Other Bantu languages"
"15998",39,6,"00303","Very well","Other Bantu languages"
"15999",12,23,"00301","Very well","Filipino"
"16000",16,63,"00100","Very well","Tagalog"
"16001",7,67,"00301","Very well","Hawaiian"
"16002",4,27,"00305","Very well","Hawaiian"
"16003",40,49,"00303","Very well","Chinese"
"16004",36,48,"00303","Well","Chinese"
"16005",31,17,"00303","Very well","Chinese"
"16006",42,14,"00303","Very well","Chinese"
"16007",17,59,"00307","Very well","Tagalog"
"16008",15,59,"00307","Very well","Tagalog"
"16009",14,50,"00307","Not well","Tagalog"
"16010",13,83,"00307","Well","Tagalog"
"16011",15,74,"00307","Very well","Tagalog"
"16012",12,63,"00307","Not well","Tagalog"
"16013",12,57,"00307","Very well","Tagalog"
"16014",14,42,"00307","Well","Tagalog"
"16015",15,21,"00307","Well","Tagalog"
"16016",16,20,"00307","Very well","Tagalog"
"16017",22,73,"00100","Not well","Ilocano"
"16018",15,67,"00100","Not well","Tagalog"
"16019",13,68,"00100","Not well","Ilocano"
"16020",8,52,"00307","Very well","Cantonese"
"16021",12,92,"00306","Well","German"
"16022",11,42,"00308","Very well","Samoan"
"16023",58,26,"00200","Very well","Hawaiian"
"16024",34,30,"00200","Very well","Hawaiian"
"16025",12,73,"00301","Well","Tagalog"
"16026",6,16,"00100","Not well","French"
"16027",17,42,"00303","Not well","Vietnamese"
"16028",17,47,"00303","Not well","Vietnamese"
"16029",17,18,"00303","Very well","Vietnamese"
"16030",13,16,"00303","Very well","Vietnamese"
"16031",12,70,"00303","Not well","Vietnamese"
"16032",12,67,"00303","Not well","Vietnamese"
"16033",7,72,"00100","Very well","Filipino"
"16034",13,50,"00303","Not well","Japanese"
"16035",13,48,"00303","Very well","Japanese"
"16036",6,69,"00301","Very well","Hawaiian"
"16037",5,73,"00301","Very well","Samoan"
"16038",6,24,"00301","Very well","Hawaiian"
"16039",5,23,"00301","Very well","Hawaiian"
"16040",4,15,"00301","Very well","Hawaiian"
"16041",4,47,"00301","Very well","Hawaiian"
"16042",5,25,"00301","Very well","Tongan"
"16043",12,79,"00307","Very well","Tagalog"
"16044",11,60,"00307","Well","Tagalog"
"16045",12,38,"00307","Well","Tagalog"
"16046",14,63,"00100","Very well","Filipino"
"16047",15,62,"00100","Well","Filipino"
"16048",20,33,"00100","Very well","Filipino"
"16049",26,79,"00200","Well","Ilocano"
"16050",15,44,"00307","Very well","Tagalog"
"16051",10,71,"00307","Very well","Tagalog"
"16052",6,54,"00200","Well","Tongan"
"16053",11,29,"00200","Very well","Tongan"
"16054",6,28,"00200","Very well","Tongan"
"16055",8,29,"00200","Very well","Tongan"
"16056",27,28,"00200","Very well","Other and unspecified languages"
"16057",35,27,"00308","Very well","Hawaiian"
"16058",13,68,"00305","Not well","Korean"
"16059",48,35,"00304","Very well","Korean"
"16060",19,46,"00305","Well","Tagalog"
"16061",16,46,"00305","Well","Tagalog"
"16062",11,46,"00200","Very well","Hawaiian"
"16063",11,49,"00200","Very well","Hawaiian"
"16064",9,10,"00200","Very well","Hawaiian"
"16065",10,9,"00200","Very well","Hawaiian"
"16066",9,7,"00200","Very well","Hawaiian"
"16067",11,61,"00306","Very well","Japanese"
"16068",13,70,"00306","Very well","Japanese"
"16069",16,85,"00306","Not well","Japanese"
"16070",14,48,"00301","Very well","Hawaiian"
"16071",10,46,"00301","Very well","Hawaiian"
"16072",8,24,"00301","Very well","Hawaiian"
"16073",9,21,"00301","Very well","Hawaiian"
"16074",33,63,"00303","Not well","Japanese"
"16075",17,48,"00302","Very well","Japanese"
"16076",15,57,"00302","Well","Japanese"
"16077",35,79,"00303","Very well","Ilocano"
"16078",10,41,"00305","Well","Marshallese"
"16079",4,15,"00305","Very well","Marshallese"
"16080",2,81,"00200","Very well","Hawaiian"
"16081",15,35,"00308","Very well","Other Philippine languages"
"16082",15,37,"00308","Very well","Other Philippine languages"
"16083",9,16,"00308","Very well","Other Philippine languages"
"16084",15,12,"00308","Very well","Other Philippine languages"
"16085",15,8,"00308","Very well","Other Philippine languages"
"16086",11,68,"00308","Well","Other Philippine languages"
"16087",9,64,"00308","Well","Other Philippine languages"
"16088",15,72,"00303","Well","Japanese"
"16089",11,71,"00305","Not well","Korean"
